"Permanent & long-term migration by EVERY country of residence and citizenship (Monthly)","","","",""
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",4,0
" ","Chile","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Colombia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Costa Rica","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cuba","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Curacao","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Dominica","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Dominican Republic","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Ecuador","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Falkland Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Grenada","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","French Guiana","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Guadeloupe","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","South Georgia and the South Sandwich Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Guatemala","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Guyana","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Honduras","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Haiti","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Jamaica","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","St Kitts and Nevis","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cayman Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","St Lucia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Martinique","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Montserrat","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Mexico","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Nicaragua","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Panama","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Peru","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","St Pierre and Miquelon","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Puerto Rico","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Paraguay","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Suriname","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","El Salvador","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","St Maarten (Dutch Part)","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Turks and Caicos Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Trinidad and Tobago","1978M04",0,4
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","United States Minor Outlying Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","United States of America","1978M04",0,4
" "," ","1978M05",0,4
" "," ","1978M06",0,12
" "," ","1978M07",8,0
" ","Uruguay","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","St Vincent and the Grenadines","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Venezuela","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Virgin Islands, British","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Virgin Islands, United States","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","AFRICA AND THE MIDDLE EAST","1978M04",0,0
" "," ","1978M05",4,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","United Arab Emirates","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Angola","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Burkina Faso","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Bahrain","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Burundi","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Benin","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Botswana","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Congo, the Democratic Republic of the","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Central African Republic","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Congo","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cote d'Ivoire","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cameroon","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cabo Verde","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Djibouti","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Algeria","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Egypt","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Western Sahara","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Eritrea","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Ethiopia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Gabon","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Ghana","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Gambia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Guinea","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Equatorial Guinea","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Guinea-Bissau","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Israel","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","British Indian Ocean Territory","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Iraq","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Iran","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Jordan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Kenya","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Comoros","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Kuwait","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Lebanon","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Liberia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Lesotho","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Libya","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Morocco","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Madagascar","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Mali","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Mauritania","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Mauritius","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Malawi","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Mozambique","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Namibia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Niger","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Nigeria","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Oman","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Gaza Strip/Palestine/West Bank","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Qatar","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Reunion","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Rwanda","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Saudi Arabia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Seychelles","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Sudan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","St Helena","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Sierra Leone","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Senegal","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Somalia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","South Sudan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Sao Tome and Principe","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Syria","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Swaziland","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Chad","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Togo","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Tunisia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Turkey","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Tanzania","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Uganda","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Yemen, Democratic","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Yemen","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Mayotte","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","South Africa","1978M04",0,0
" "," ","1978M05",4,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Zambia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Zimbabwe","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","NOT STATED","1978M04",16,28
" "," ","1978M05",16,20
" "," ","1978M06",12,32
" "," ","1978M07",20,12
" ","TOTAL ALL COUNTRIES OF RESIDENCE","1978M04",364,460
" "," ","1978M05",376,428
" "," ","1978M06",412,504
" "," ","1978M07",396,328
"TOTAL ALL CITIZENSHIPS","OCEANIA","1978M04",1520,3872
" "," ","1978M05",1500,3900
" "," ","1978M06",1272,3764
" "," ","1978M07",1320,3600
" ","Antarctica","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Samoa, American","1978M04",4,0
" "," ","1978M05",0,0
" "," ","1978M06",4,4
" "," ","1978M07",0,4
" ","Australia","1978M04",988,3320
" "," ","1978M05",912,3320
" "," ","1978M06",840,3136
" "," ","1978M07",804,3048
" ","Cocos (Keeling) Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cook Islands","1978M04",76,48
" "," ","1978M05",60,36
" "," ","1978M06",28,56
" "," ","1978M07",40,24
" ","Christmas Island","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Fiji","1978M04",48,44
" "," ","1978M05",56,64
" "," ","1978M06",24,80
" "," ","1978M07",32,28
" ","Micronesia, Federated States of","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Guam","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Kiribati","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Marshall Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Northern Mariana Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","New Caledonia","1978M04",0,8
" "," ","1978M05",4,8
" "," ","1978M06",0,0
" "," ","1978M07",4,0
" ","Norfolk Island","1978M04",4,16
" "," ","1978M05",0,24
" "," ","1978M06",4,4
" "," ","1978M07",4,12
" ","Nauru","1978M04",8,4
" "," ","1978M05",8,16
" "," ","1978M06",0,12
" "," ","1978M07",0,16
" ","Niue","1978M04",12,4
" "," ","1978M05",8,8
" "," ","1978M06",20,8
" "," ","1978M07",28,8
" ","New Zealand","1978M04",236,176
" "," ","1978M05",324,148
" "," ","1978M06",264,160
" "," ","1978M07",256,184
" ","French Polynesia","1978M04",0,4
" "," ","1978M05",4,4
" "," ","1978M06",0,4
" "," ","1978M07",0,0
" ","Papua New Guinea","1978M04",44,120
" "," ","1978M05",28,112
" "," ","1978M06",28,76
" "," ","1978M07",40,100
" ","Pitcairn","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,4
" "," ","1978M07",0,0
" ","Palau","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Solomon Islands","1978M04",4,4
" "," ","1978M05",4,4
" "," ","1978M06",8,0
" "," ","1978M07",4,0
" ","French Southern Territories","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Tokelau","1978M04",0,8
" "," ","1978M05",0,0
" "," ","1978M06",4,0
" "," ","1978M07",0,12
" ","Tonga","1978M04",28,36
" "," ","1978M05",4,24
" "," ","1978M06",8,104
" "," ","1978M07",32,44
" ","Tuvalu","1978M04",0,0
" "," ","1978M05",0,8
" "," ","1978M06",0,0
" "," ","1978M07",0,4
" ","Vanuatu","1978M04",4,4
" "," ","1978M05",0,8
" "," ","1978M06",0,4
" "," ","1978M07",0,4
" ","Wallis and Futuna","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Samoa","1978M04",64,76
" "," ","1978M05",88,116
" "," ","1978M06",40,112
" "," ","1978M07",76,112
" ","ASIA","1978M04",132,192
" "," ","1978M05",528,568
" "," ","1978M06",128,136
" "," ","1978M07",148,164
" ","Afghanistan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Armenia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Azerbaijan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Bangladesh","1978M04",0,4
" "," ","1978M05",4,0
" "," ","1978M06",0,4
" "," ","1978M07",0,0
" ","Brunei Darussalam","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Bhutan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","China, People's Republic of","1978M04",4,0
" "," ","1978M05",8,0
" "," ","1978M06",4,4
" "," ","1978M07",4,0
" ","Georgia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Hong Kong (Special Administrative Region)","1978M04",4,32
" "," ","1978M05",28,0
" "," ","1978M06",12,16
" "," ","1978M07",20,12
" ","Indonesia","1978M04",20,0
" "," ","1978M05",12,28
" "," ","1978M06",16,16
" "," ","1978M07",24,28
" ","India","1978M04",20,4
" "," ","1978M05",16,32
" "," ","1978M06",16,8
" "," ","1978M07",20,12
" ","Japan","1978M04",12,16
" "," ","1978M05",12,8
" "," ","1978M06",4,8
" "," ","1978M07",16,8
" ","Kyrgyzstan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cambodia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Korea, Democratic People's Republic of","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Korea, Republic of","1978M04",16,4
" "," ","1978M05",4,0
" "," ","1978M06",4,0
" "," ","1978M07",0,0
" ","Kazakhstan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Laos","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Sri Lanka","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,4
" ","Burma (Myanmar)","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Mongolia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Macau (Special Administrative Region)","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Maldives","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Malaysia","1978M04",4,72
" "," ","1978M05",32,80
" "," ","1978M06",16,16
" "," ","1978M07",12,24
" ","Nepal","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Philippines","1978M04",20,12
" "," ","1978M05",8,8
" "," ","1978M06",4,20
" "," ","1978M07",8,4
" ","Pakistan","1978M04",0,4
" "," ","1978M05",4,0
" "," ","1978M06",4,4
" "," ","1978M07",0,4
" ","Singapore","1978M04",28,36
" "," ","1978M05",396,404
" "," ","1978M06",36,32
" "," ","1978M07",28,60
" ","Thailand","1978M04",4,8
" "," ","1978M05",4,4
" "," ","1978M06",12,8
" "," ","1978M07",12,4
" ","Tajikistan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Timor-Leste","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Turkmenistan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Taiwan","1978M04",0,0
" "," ","1978M05",0,4
" "," ","1978M06",0,0
" "," ","1978M07",0,4
" ","Uzbekistan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Viet Nam","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",4,0
" ","EUROPE","1978M04",636,1912
" "," ","1978M05",684,2152
" "," ","1978M06",496,1988
" "," ","1978M07",696,1724
" ","Andorra","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Albania","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Austria","1978M04",4,4
" "," ","1978M05",4,0
" "," ","1978M06",4,4
" "," ","1978M07",0,0
" ","Bosnia and Herzegovina","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Belgium","1978M04",0,4
" "," ","1978M05",0,0
" "," ","1978M06",4,4
